alimento,categoria,cantidad_sugerida,unidad,peso_bruto_g,peso_neto_g,energia_kcal,proteina_g,lipidos_g,hc_g,fibra_g,acido_folico_ug,calcio_mg,hierro_mg,sodio_mg,azucar_equiv_g,indice_glucemico,carga_glucemica,clave,colesterol_mg,vitamina_a_ug_re,selenio_ug,categoria_grasa,azucar_por_equivalente_g,categoria_leche,peso_bruto_redondeado_g,hidratos_carbono_g,acido_ascorbico_mg,hierro_no_hem_mg,potasio_mg,fosforo_mg,indice_glicemico,carga_glicemica,etanol_g,subcategoria,ag_saturados_g,ag_monoinsaturados_g,ag_poliinsaturados_g,grupo,generico,cantidad,verdura,fruta,cereal_sin_grasa,cereal_con_grasa,leguminosa,muy_bajo_aporte_grasa,bajo_aporte_grasa,moderado_aporte_grasa,alto_aporte_grasa,leche_descremada,leche_semidescremada,leche_entera,leche_con_azucar,grasa_sin_proteina,grasa_con_proteina,azucar,azucar_con_grasa,etanol,alimentos_libres_energia,kcal,proteina,lipidos,hidratos_carbono,restaurante,producto,kcal_por_equivalentes,aoambag,aoabag,aoamag,azucar_sin_grasa,verduras,frutas,leguminosas,libre
Mayonesa baja en grasa,Azúcares con grasa,2,cucharada,NA,28,93,0,1.9,NA,NA,NA,NA,NA,149,NA,NA,NA,9162,NA,NA,NA,NA,9.5,NA,28,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mayonesa light,Azúcares con grasa,2,cucharada,NA,28,93,0,1.9,NA,NA,NA,NA,NA,149,NA,NA,NA,9163,NA,NA,NA,NA,9.5,NA,28,9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mazapan,Azúcares con grasa,0.75,pieza,NA,19,85,3.8,3.8,NA,NA,NA,NA,NA,0,NA,NA,NA,9164,NA,NA,NA,NA,9.8,NA,19,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Menta cubierta con chocolate,Azúcares con grasa,1.5,pieza,NA,14,55,0.2,1.5,NA,NA,NA,NA,NA,24.5,NA,NA,NA,9165,NA,NA,NA,NA,NA,NA,14,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mole,Azúcares con grasa,3,cucharada,NA,48,79,1.7,5.3,NA,NA,NA,NA,NA,64.3,NA,NA,NA,9166,NA,NA,NA,NA,NA,NA,48,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mole de pepita,Azúcares con grasa,1,cucharada,NA,16,82,0.9,5,NA,NA,NA,NA,NA,406.8,NA,NA,NA,9167,NA,NA,NA,NA,NA,NA,16,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mole poblano,Azúcares con grasa,1,cucharada,NA,16,91,1.2,6.7,NA,NA,NA,NA,NA,186.2,NA,NA,NA,9168,NA,NA,NA,NA,NA,NA,16,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mole poblano en pasta,Azúcares con grasa,1,cucharada,NA,16,91,1.2,6.7,NA,NA,NA,NA,NA,186.2,NA,NA,NA,9169,NA,NA,NA,NA,NA,NA,16,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mole poblano preparado,Azúcares con grasa,3,cucharada,NA,48,79,1.7,5.3,NA,NA,NA,NA,NA,64.3,NA,NA,NA,9170,NA,NA,NA,NA,NA,NA,48,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mousse de chocolate,Azúcares con grasa,0.25,taza,NA,50,71,1,2.3,NA,NA,NA,NA,NA,76,NA,NA,NA,9171,NA,NA,NA,NA,8.6,NA,50,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natilla Danette sabor Chocolate,Azúcares con grasa,0.5,pieza,NA,50,65,1.7,1.8,NA,NA,NA,NA,NA,59.8,NA,NA,NA,9172,NA,NA,NA,NA,8.8,NA,50,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Natilla Danette sabor Vainilla,Azúcares con grasa,0.5,pieza,NA,50,60,1.5,1.8,NA,NA,NA,NA,NA,60.2,NA,NA,NA,9173,NA,NA,NA,NA,7.9,NA,50,9.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Palanqueta de cacahuate,Azúcares con grasa,0.3333333333333333,pieza,NA,15,78,2.3,5,NA,NA,NA,NA,NA,23.2,NA,NA,NA,9174,NA,NA,NA,NA,6.3,NA,15,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paleta helada de café con cubierta de chocolate y almendras,Azúcares con grasa,0.2,pieza,NA,21,74,1,5.3,NA,NA,NA,NA,NA,NA,NA,37,2,9175,NA,NA,NA,NA,5.3,NA,21,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paleta helada de chocolate cubierta con chocolate,Azúcares con grasa,0.2,pieza,NA,21,72,1,4.9,NA,NA,NA,NA,NA,10.8,NA,37,2.2,9176,NA,NA,NA,NA,NA,NA,21,5.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paleta helada de crema con café cubierta de chocolate y almendras,Azúcares con grasa,0.2,pieza,NA,21,74,1,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9177,NA,NA,NA,NA,5.3,NA,21,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paleta helada de vainilla cubierta con chocolate,Azúcares con grasa,0.25,pieza,NA,24,83,1.1,5.7,NA,NA,NA,NA,NA,13.5,NA,38,2.6,9178,NA,NA,NA,NA,NA,NA,24,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paleta helada de vainilla cubierta con chocolate y almendras,Azúcares con grasa,0.25,pieza,NA,23,80,1,5.8,NA,NA,NA,NA,NA,11.8,NA,NA,NA,9179,NA,NA,NA,NA,NA,NA,23,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pipián,Azúcares con grasa,15,g,NA,15,77,0.9,4.7,NA,NA,NA,NA,NA,381.4,NA,NA,NA,9180,NA,NA,NA,NA,NA,NA,15,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rompope sin alcohol,Azúcares con grasa,0.25,taza,NA,64,86,2.4,4.8,NA,NA,NA,NA,NA,34.5,NA,NA,NA,9181,NA,NA,NA,NA,5.3,NA,64,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salsa de cebollín,Azúcares con grasa,25,g,NA,25,63,0.3,4.7,NA,NA,NA,NA,NA,24.1,NA,NA,NA,9182,NA,NA,NA,NA,2.7,NA,25,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salsa de Epazote,Azúcares con grasa,40,g,NA,40,82,1.3,6.2,NA,NA,NA,NA,NA,178.5,NA,NA,NA,9183,NA,NA,NA,NA,1.4,NA,40,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Achiote,NA,0.25,cucharada,NA,4,10,0.5,0.1,NA,NA,NA,NA,NA,0,NA,NA,NA,9501,NA,NA,NA,NA,NA,NA,4,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agua,NA,1,taza,NA,240,2,0,0,NA,NA,NA,NA,NA,7.1,NA,NA,NA,9502,NA,NA,NA,NA,NA,NA,240,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Agua mineral,NA,1,lata,NA,355,4,0,0,NA,NA,NA,NA,NA,74.6,NA,NA,NA,9503,NA,NA,NA,NA,NA,NA,355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ajo en polvo,NA,0.5,cucharadita,NA,2,5,0.3,0,NA,NA,NA,NA,NA,0.5,NA,NA,NA,9504,NA,NA,NA,NA,NA,NA,2,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albahaca deshidratada,NA,1.5,cucharadita,NA,2,5,0.2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,9505,NA,NA,NA,NA,NA,NA,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albahaca molida,NA,1.5,cucharadita,NA,2,5,0.2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,9506,NA,NA,NA,NA,NA,NA,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaparras,NA,2,cucharada,NA,17,4,0.4,0.1,NA,NA,NA,NA,NA,509.8,NA,NA,NA,9507,NA,NA,NA,NA,NA,NA,17,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alcaravea,NA,0.5,cucharadita,NA,1,4,0.2,0.2,NA,NA,NA,NA,NA,0,NA,NA,NA,9508,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anís,NA,0.5,cucharadita,NA,1,4,0.2,0.2,NA,NA,NA,NA,NA,0,NA,NA,NA,9509,NA,NA,NA,NA,NA,NA,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arúgula,NA,1,taza,NA,12,3,0.3,0.1,NA,NA,NA,NA,NA,3.2,NA,NA,NA,9510,NA,NA,NA,NA,NA,NA,20,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aspartame,NA,1,sobre,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,9511,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Azafrán,NA,1,cucharadita,NA,1,3,0.1,0.1,NA,NA,NA,NA,NA,1,NA,NA,NA,9512,NA,NA,NA,NA,NA,NA,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café americano,NA,1,taza,NA,240,5,0.3,0,NA,NA,NA,NA,NA,5.4,NA,NA,NA,9513,NA,NA,NA,NA,NA,NA,240,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café con azúcar,NA,1,taza,NA,240,5,0.3,0,NA,NA,NA,NA,NA,5.4,NA,NA,NA,9514,NA,NA,NA,NA,NA,NA,240,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café de grano,NA,7,cucharada,NA,56,4,11.2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,9515,NA,NA,NA,NA,NA,NA,56,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café descafeinado,NA,1,taza,NA,240,5,0.3,0,NA,NA,NA,NA,NA,5.4,NA,NA,NA,9516,NA,NA,NA,NA,NA,NA,240,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café descafeinado preparado,NA,1,taza,NA,240,5,0.3,0,NA,NA,NA,NA,NA,5.4,NA,NA,NA,9517,NA,NA,NA,NA,NA,NA,240,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café en polvo,NA,0.5,cucharada,NA,1,4,0.1,0,NA,NA,NA,NA,NA,0.8,NA,NA,NA,9518,NA,NA,NA,NA,NA,NA,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café en polvo descafeinado,NA,1,cucharadita,NA,2,4,0.2,0,NA,NA,NA,NA,NA,1,NA,NA,NA,9519,NA,NA,NA,NA,NA,NA,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café en polvo sabor moka,NA,2,cucharadita,NA,4,8,0.4,0,NA,NA,NA,NA,NA,2,NA,NA,NA,9520,NA,NA,NA,NA,NA,NA,4,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café express,NA,5.5,taza,NA,440,10,0.5,0,NA,NA,NA,NA,NA,9.9,NA,NA,NA,9521,NA,NA,NA,NA,NA,NA,440,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café instantáneo,NA,1,cucharadita,NA,2,4,0.2,0,NA,NA,NA,NA,NA,1,NA,NA,NA,9522,NA,NA,NA,NA,NA,NA,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café instantáneo preparado,NA,1,taza,NA,240,5,0.3,0,NA,NA,NA,NA,NA,6.7,NA,NA,NA,9523,NA,NA,NA,NA,NA,NA,240,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café instantáneo descafeinado,NA,1,cucharadita,NA,2,4,0.2,0,NA,NA,NA,NA,NA,0,NA,NA,NA,9524,NA,NA,NA,NA,NA,NA,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café molido,NA,1,cucharada,NA,4,1,0.8,0,NA,NA,NA,NA,NA,0,NA,NA,NA,9525,NA,NA,NA,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café ó té sin azúcar,NA,1,taza,NA,240,3,0,0,NA,NA,NA,NA,NA,2.7,NA,NA,NA,9526,NA,NA,NA,NA,NA,NA,240,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Café sin azúcar,NA,1,taza,NA,240,5,0.3,0,NA,NA,NA,NA,NA,5.4,NA,NA,NA,9527,NA,NA,NA,NA,NA,NA,240,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldo,NA,0.5,taza,NA,120,9,1.4,0.3,NA,NA,NA,NA,NA,391,NA,NA,NA,9528,NA,NA,NA,NA,NA,NA,120,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldo de carne,NA,0.5,taza,NA,120,9,1.4,0.3,NA,NA,NA,NA,NA,391,NA,NA,NA,9529,NA,NA,NA,NA,NA,NA,120,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldo de carne concentrado,NA,0.25,taza,NA,62,8,1.5,0,NA,NA,NA,NA,NA,450,NA,NA,NA,9530,NA,NA,NA,NA,NA,NA,62,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldo de pescado,NA,0.5,taza,NA,120,9,1.4,0.3,NA,NA,NA,NA,NA,391,NA,NA,NA,9531,NA,NA,NA,NA,NA,NA,120,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldo de pollo,NA,0.5,taza,NA,120,9,1.3,0.4,NA,NA,NA,NA,NA,381.6,NA,NA,NA,9532,NA,NA,NA,NA,NA,NA,120,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldo de pollo concentrado,NA,0.2,taza,NA,50,12,0.8,0.8,NA,NA,NA,NA,NA,308,NA,NA,NA,9533,NA,NA,NA,NA,NA,NA,50,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldo de pollo enlatado,NA,0.2,taza,NA,50,12,0.8,0.8,NA,NA,NA,NA,NA,308,NA,NA,NA,9534,NA,NA,NA,NA,NA,NA,50,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caldo de res,NA,0.5,taza,NA,120,9,1.4,0.3,NA,NA,NA,NA,NA,391,NA,NA,NA,9535,NA,NA,NA,NA,NA,NA,120,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
